,CAJ,CAJ,CAJ,CAA,CAA,CAA,CAE,CAE,CAE,CSJ,CSJ,CSJ,CAS,CAS,CAS,area_0,area_0,area_0,area_1,area_1,area_1,area_2,area_2,area_2,operator_0_acromioclaviculaire_0,operator_0_acromioclaviculaire_0,operator_0_acromioclaviculaire_0,operator_0_acromioclaviculaire_1,operator_0_acromioclaviculaire_1,operator_0_acromioclaviculaire_1,operator_0_acromioclaviculaire_2,operator_0_acromioclaviculaire_2,operator_0_acromioclaviculaire_2,operator_1_acromioclaviculaire_0,operator_1_acromioclaviculaire_0,operator_1_acromioclaviculaire_0,operator_1_acromioclaviculaire_1,operator_1_acromioclaviculaire_1,operator_1_acromioclaviculaire_1,operator_1_acromioclaviculaire_2,operator_1_acromioclaviculaire_2,operator_1_acromioclaviculaire_2,operator_2_acromioclaviculaire_0,operator_2_acromioclaviculaire_0,operator_2_acromioclaviculaire_0,operator_2_acromioclaviculaire_1,operator_2_acromioclaviculaire_1,operator_2_acromioclaviculaire_1,operator_2_acromioclaviculaire_2,operator_2_acromioclaviculaire_2,operator_2_acromioclaviculaire_2,bone_type,bone_ID
,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,,
0,-0.006455341712266471,0.03616800006969015,0.10764041542379849,-0.008079995321350397,0.001125871703955561,0.10590317291098494,-0.019239994798570526,-0.04575269039316851,0.08641827952587569,-0.012977225787952795,-0.09402146255001395,0.09500299367147463,-0.024103782747930014,-0.09095400266274989,0.08004505541919182,-0.00769525158233525,0.02159535580000438,0.09895302206819587,-0.011267819472465912,0.02205865989655348,0.10717709695624009,-0.00876054428364137,0.02071428111277754,0.09932787148010555,-0.011672909753045246,0.026323546988840096,0.09825772913350661,-0.012275537152074745,0.025444443216356416,0.09878615451582073,-0.010116469835876052,0.027337849574034734,0.09698181775590631,0.0011495674218405805,0.034719794888402766,0.10172850951464296,-0.006376668458179968,0.03180378079430696,0.09427584516405355,-0.011785610257042833,0.02703656077440192,0.09867783509796393,-0.005322652817139617,0.036015181252572526,0.10645708436283118,-0.006752547191838709,0.03496992428914718,0.10659517009611771,-0.006215915513148151,0.03614652128723858,0.1071988996987914,collarbone,7
1,-0.005958638554150908,0.03601284060158702,0.10761899695093949,-0.007867317913004102,0.0010344895023084166,0.1059135692783597,-0.019250688240334934,-0.045721131573214516,0.08644943643556094,-0.01245069439502633,-0.09372577766709549,0.09505177600993805,-0.02403378858255434,-0.09104816270862873,0.08012612496109589,-0.007045476123077071,0.02055712162198653,0.09903593698438579,-0.011141793075564066,0.022150274171912177,0.10723549414753192,-0.008093061832147086,0.020745102619705233,0.09911722982122514,-0.010948155313727614,0.02682292237620415,0.09787305947520164,-0.012013933253255948,0.02575414525588987,0.09845600268683563,-0.009077432052825574,0.027879756885984264,0.09578075193345131,0.001096097233956983,0.03488918075006264,0.10207189081940464,-0.006250040912345267,0.03198494031251825,0.09423799072240296,-0.012880465357951287,0.02728325037583912,0.0998253538777729,-0.006623037391751518,0.03545478109922906,0.10714537787730855,-0.008039332737149851,0.03461935506278814,0.10667099337915023,-0.007428438575447394,0.03520018215593804,0.10702717580941637,collarbone,7
2,-0.006148561125822294,0.03604049828487432,0.10767850501773696,-0.008195470453558618,0.0010489581366048273,0.1059837690517453,-0.019076684859023474,-0.045749504866692936,0.08637776632352742,-0.012140984263626975,-0.0936700694810349,0.09504805534417671,-0.02360005302191659,-0.09087821256031621,0.0798918525459229,-0.0071799365090741835,0.01709012036588531,0.1001067030051374,-0.011072834711041923,0.022605147319750607,0.10745174871117974,-0.009376496265502743,0.020568416839149936,0.09953814286228646,-0.010532416715572812,0.02697199957076052,0.09755127830019983,-0.010680400301455617,0.026597497926959313,0.09748568190073331,-0.008136153700287974,0.02873007584212839,0.09577940939676932,0.0006674686910843608,0.03507064176471575,0.10268193989450555,-0.005277776736199891,0.032258536142907246,0.09372488263513362,-0.013381517103437601,0.027145020955141264,0.10050663722138028,-0.0074198758959196365,0.03510389274259024,0.10700983151222503,-0.008680024532658814,0.0341764987905209,0.10690227217567748,-0.008542326629094599,0.034270069019937024,0.10704093251081928,collarbone,7
3,-0.006386723989870724,0.03607647114867191,0.10772247874520849,-0.007932021795467592,0.0009725589220580533,0.10591622843147253,-0.019246657109139753,-0.04565609501608081,0.08644605724290239,-0.012921316641103187,-0.0939441014793391,0.09495349108780854,-0.023614004241312325,-0.09063154436687196,0.07992775576961264,-0.007167472470143155,0.014388538571170173,0.10119335796366333,-0.010772301046979793,0.022744132235109016,0.10785414470087276,-0.010536008555008358,0.02049708063365681,0.10039156894197623,-0.010187164827682671,0.027320017842383526,0.09738980716515505,-0.010374973817164734,0.027024736121653126,0.09742507061722433,-0.00811255181126691,0.030193896711321444,0.09575009384554867,-0.00011480946077291332,0.035667178326627746,0.10402045424409044,-0.003612403054931712,0.03222326101859041,0.09431871649339583,-0.012632320638972794,0.027281513061916673,0.09963778708739807,-0.008219569825886341,0.03416563392083591,0.10671019310309207,-0.008712667913904237,0.03414177181969197,0.1069059665142156,-0.009613637895660498,0.03378712130181527,0.10734820507831891,collarbone,7
4,-0.00651510275963918,0.03601665090331663,0.10761326618396957,-0.008094324153385513,0.0010145868017661097,0.10588452680829769,-0.019055708458446508,-0.045725963570833875,0.08639950142957098,-0.012873588869122599,-0.09390385887884017,0.0949757783141669,-0.02317098611507995,-0.0905229720410507,0.07983196524316749,-0.007128306060444095,0.013400341694858042,0.1015720894546047,-0.008739551901539522,0.02292355000728552,0.10852860863782574,-0.01134006315246705,0.020851652751562616,0.10296688581079866,-0.00982199684419549,0.0279092159620562,0.09704232039657068,-0.00994701250778146,0.02766089122462445,0.09692418421715027,-0.007284409114101165,0.03118393689867005,0.09503151279730437,-0.0011129208442834937,0.03597530504525409,0.10490424881201316,-0.002724399707370484,0.03203064810544726,0.09475708851609625,-0.012167951105157337,0.026829790814670795,0.09882136513269883,-0.009610262012061055,0.03358636987351188,0.10725407146032659,-0.008885482927444288,0.034176514533766925,0.1069605073275065,-0.010110981394203855,0.03342146470534704,0.10714835073721925,collarbone,7
5,-0.006340771089796582,0.03600836724748799,0.10772552047694221,-0.00813149427573212,0.0008100564456099968,0.10576560136413612,-0.019103930506158773,-0.04573083993366946,0.08643365869253763,-0.012276888793650964,-0.09372202842981053,0.09501897731784516,-0.022992617653461167,-0.09057999118032471,0.07992347176267467,-0.006661789182018332,0.011382859583267901,0.1018216022809427,-0.007994877867017913,0.023438026819489144,0.10878648072927657,-0.011614310975443964,0.020939729129455964,0.10422755309467535,-0.008846544036774984,0.029069980443772958,0.09638552956748159,-0.008855258410392475,0.02887113502169736,0.09621030406331182,-0.006352718539776203,0.03239679547884988,0.09439318796225776,-0.0019079321424005924,0.03654305556236337,0.10609966735728249,-0.0009145165079093021,0.03278184013295149,0.09579308054045496,-0.010855195854323818,0.02656364584585935,0.09813541716438155,-0.010313154205346509,0.03260246911844969,0.1076030694239837,-0.0086804913960431,0.034115164890664934,0.1068927251500453,-0.010957643777028014,0.0321904352064384,0.1066508151960863,collarbone,7
6,-0.006290953022826229,0.03604561227884989,0.10776506142838674,-0.008317028524876924,0.0007960489732106169,0.10592985530566848,-0.019198962707692946,-0.04573427765646543,0.08650199151296978,-0.012683004143355658,-0.093962093651731,0.09497800943159493,-0.023042666752254748,-0.09047749431683343,0.07990240638285923,-0.006259779600812615,0.008235520623586456,0.1026390338735472,-0.007718984088824765,0.024458251394959107,0.10929282126302503,-0.011110675098646161,0.021571936114134868,0.10580417279766252,-0.007772764502468221,0.029818441889055858,0.09571807520379827,-0.007866951453886162,0.030187726207104137,0.09590372702633687,-0.0047099881812686095,0.03225118230690838,0.09535393089926147,-0.004275785464261994,0.036480218201697334,0.10660160548649016,0.00025942251911681424,0.03356257418386477,0.09678641218450165,-0.01075725001651795,0.026586015924192574,0.09793588733854393,-0.01164895487879003,0.03195873831743992,0.10623916708501371,-0.00813346049565733,0.034154889037755265,0.10671374209808956,-0.012161711561301747,0.03152006222903894,0.10640617113167597,collarbone,7
7,-0.006276867339946923,0.03604005772319713,0.10772384752710427,-0.00810553789615498,0.0007734770051002482,0.10586330555516785,-0.018979650542592874,-0.04574353610941266,0.08653204050209787,-0.013279293337276954,-0.0940846653875053,0.0949854729012378,-0.023047717834658865,-0.09043206735229127,0.08005075557659741,-0.00573110391804986,0.006181351619017894,0.10242954863626125,-0.0062398636001081975,0.024453550420305642,0.10960377946590436,-0.009900995235373578,0.021726042869538817,0.10735659043659487,-0.008146576570401964,0.029954154510536568,0.09611900654733319,-0.007651635499735687,0.03094984963783798,0.09554291221195682,-0.002082940300201175,0.032320568512014036,0.09577525183850888,-0.004862009417849977,0.03620451478674802,0.10639372122158633,-6.0319875293868286e-05,0.03412227863833406,0.09764679824590508,-0.009923959915119962,0.02692678141102045,0.09735080015013818,-0.012571236794089335,0.031173037337235088,0.10587316765608396,-0.00860732844252643,0.034143532364711626,0.10693564793284374,-0.013092678760157295,0.030599446945269462,0.10603309557078902,collarbone,7
8,-0.0062674263038468014,0.03604209843446954,0.1077162837055497,-0.008273717626721688,0.0006990742452109983,0.1059393135901412,-0.019250308894303125,-0.045701702413782894,0.08654352978261542,-0.0124936701662266,-0.09393242528478793,0.0949487147323841,-0.02305260608053572,-0.0905056925659709,0.07994208450346474,-0.005937091230400038,0.0011726650209887834,0.10240387633638072,-0.004555513374629561,0.026386922263559376,0.10943754088989685,-0.00911222015647517,0.022083145473770723,0.1078456113890327,-0.007663861881709977,0.030774027404255888,0.09548743055542008,-0.007110598752165853,0.031719162245126165,0.09504258388835529,-0.0004185509717529179,0.0326068475022282,0.09637765900563156,-0.0073829386221541116,0.035338026255025634,0.10692230722512389,0.001297333937081091,0.03445655163016603,0.09965037108874199,-0.008764772292054412,0.02867131599640077,0.09675321870238691,-0.013916854566815129,0.029394525574417463,0.1055182864594752,-0.00956038346235788,0.03414409290231023,0.10696510250562813,-0.013795974120081711,0.029308384450384126,0.1052389299125229,collarbone,7
