,HGT,HGT,HGT,HLT,HLT,HLT,HIC,HIC,HIC,area_0,area_0,area_0,area_1,area_1,area_1,area_2,area_2,area_2,operator_0_glenohumeral_0,operator_0_glenohumeral_0,operator_0_glenohumeral_0,bone_type,bone_ID
,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,,
0,-0.053705553787308236,0.010496401104907238,0.1353881313470886,-0.040461051002132764,0.03547205266302611,0.11269728254108481,-0.03561996495496254,0.007353213673279346,0.08820795202247994,0.01792865101572219,-0.013034101460396408,0.10929487367376862,-0.051032561117166475,0.026909030756376295,0.12243748185623901,-0.04973668828815847,-0.005015716836478279,0.12025963060619974,-0.06241793822829911,0.0194632765840127,0.12141450878174453,humerus,8
1,-0.053705553787308236,0.010496401104907238,0.1353881313470886,-0.04049316638524611,0.035623807018007936,0.11271061169401726,-0.03561996495496254,0.007353213673279346,0.08820795202247994,0.01792865101572219,-0.013034101460396408,0.10929487367376862,-0.05107089882591076,0.026869145154155283,0.12240963036746508,-0.049729195331525755,-0.005171907886895366,0.1202660893377649,-0.06241793822829911,0.0194632765840127,0.12141450878174453,humerus,8
2,-0.05351103784620875,0.010159928702514143,0.1356725418262345,-0.040588633660447127,0.035173700086681525,0.11277773252311504,-0.035602526801671655,0.007136176180083331,0.08832582876845901,0.017965488135425922,-0.013202837877290374,0.1092769230058865,-0.05107089882591076,0.026869145154155283,0.12240963036746508,-0.049729195331525755,-0.005171907886895366,0.1202660893377649,-0.062131218221762596,0.019664828431239623,0.12135729022931238,humerus,8
3,-0.053519302239139144,0.010246344925812667,0.13564850668817108,-0.04056401644385277,0.035223124240267745,0.11278774378762207,-0.03554854479206309,0.007515400339339617,0.08813573053890927,0.018044070285457986,-0.013440909908467913,0.10935642366699483,-0.0510181133477165,0.027000212849116356,0.12241326030989713,-0.04989472469246836,-0.004712946123219819,0.12002250596392519,-0.062313799045139784,0.01990786110869247,0.12109529222064522,humerus,8
4,-0.053398285517936406,0.009882735604633819,0.1357920923594851,-0.04056401644385277,0.035223124240267745,0.11278774378762207,-0.035567353533773494,0.007788962024812163,0.08796451733285299,0.0180230759849912,-0.013556389578308736,0.10969210771861458,-0.05013464580615773,0.0271298672523832,0.12227415978152661,-0.04981755037647237,-0.004927116044479263,0.12035390668948277,-0.06274949822409781,0.020241279173453475,0.12053402120790593,humerus,8
5,-0.05368476959122176,0.010572523032435721,0.13538833927101265,-0.0405478537330691,0.035199286309285815,0.11274814547618642,-0.03555054495685442,0.008251210926849217,0.08774152238503913,0.017493043188449325,-0.013584787538188148,0.11068197976250503,-0.04910141419608405,0.02710166081347476,0.1221586907128285,-0.04850724498439138,-0.0051455384863478,0.12202267336042297,-0.06230815091571473,0.021576687834774788,0.12033668129545555,humerus,8
6,-0.05371399386392134,0.010581842250855678,0.13544860432414935,-0.040482092785171536,0.035408515674231755,0.11271461091823962,-0.03555054495685442,0.008251210926849217,0.08774152238503913,0.017763806078889305,-0.013347005308933735,0.11162973363633222,-0.04797120049662984,0.027722343975953523,0.12155399928210264,-0.0483889628540522,-0.0037627440326514217,0.12482383728571009,-0.06217213675728395,0.02208847800967978,0.12001790256708134,humerus,8
7,-0.053686187296631216,0.010498963901707126,0.13541912306477927,-0.04053117422536176,0.035221212790355394,0.11269876041326882,-0.035557094916541875,0.008231259313747241,0.08770875635149983,0.017856573674303072,-0.012661953372734014,0.11212210482338988,-0.04701189164246039,0.02828514443254193,0.12127403466760245,-0.0485436255877604,-0.004108346089431114,0.12537086260407784,-0.06170910169500743,0.022808322573955098,0.11979555832280714,humerus,8
8,-0.053715467549102336,0.010676585133654326,0.13546539674544997,-0.040549732707167274,0.03525948194322459,0.11265917239833974,-0.03557527064313541,0.007685255112992229,0.08800682523872438,0.018301010733921985,-0.011784120022232947,0.11326717655394411,-0.04611947844298331,0.028949639731869037,0.12158448157892954,-0.04884658031712244,-0.0030788125344836104,0.12622089566899264,-0.06236530440051691,0.02285838080642505,0.11897892791894943,humerus,8
9,-0.05344250275146245,0.010124084083589557,0.13573229039319662,-0.04106985646008257,0.035247255221529605,0.11290987585274204,-0.035536307522366466,0.00784844431479459,0.08792392385811842,0.018407713120188962,-0.010404906775059897,0.11394827597695247,-0.04552882133880426,0.02929952760867216,0.12190917791441513,-0.05076962850440403,-0.003745127068879639,0.12246591107735316,-0.06235749557283399,0.023964804438635245,0.11780967002674902,humerus,8
