,SIA,SIA,SIA,SRS,SRS,SRS,SSA,SSA,SSA,SAA,SAA,SAA,SAT,SAT,SAT,SAE,SAE,SAE,SAJ,SAJ,SAJ,SCT,SCT,SCT,area_0,area_0,area_0,area_1,area_1,area_1,area_2,area_2,area_2,operator_0_glenohumeral_0,operator_0_glenohumeral_0,operator_0_glenohumeral_0,operator_0_glenohumeral_1,operator_0_glenohumeral_1,operator_0_glenohumeral_1,operator_0_glenohumeral_2,operator_0_glenohumeral_2,operator_0_glenohumeral_2,operator_0_acromioclaviculaire_0,operator_0_acromioclaviculaire_0,operator_0_acromioclaviculaire_0,operator_0_acromioclaviculaire_1,operator_0_acromioclaviculaire_1,operator_0_acromioclaviculaire_1,operator_0_acromioclaviculaire_2,operator_0_acromioclaviculaire_2,operator_0_acromioclaviculaire_2,operator_1_glenohumeral_0,operator_1_glenohumeral_0,operator_1_glenohumeral_0,operator_1_glenohumeral_1,operator_1_glenohumeral_1,operator_1_glenohumeral_1,operator_1_glenohumeral_2,operator_1_glenohumeral_2,operator_1_glenohumeral_2,operator_1_acromioclaviculaire_0,operator_1_acromioclaviculaire_0,operator_1_acromioclaviculaire_0,operator_1_acromioclaviculaire_1,operator_1_acromioclaviculaire_1,operator_1_acromioclaviculaire_1,operator_1_acromioclaviculaire_2,operator_1_acromioclaviculaire_2,operator_1_acromioclaviculaire_2,operator_1_Glene_0,operator_1_Glene_0,operator_1_Glene_0,operator_2_glenohumeral_0,operator_2_glenohumeral_0,operator_2_glenohumeral_0,operator_2_glenohumeral_1,operator_2_glenohumeral_1,operator_2_glenohumeral_1,operator_2_glenohumeral_2,operator_2_glenohumeral_2,operator_2_glenohumeral_2,operator_2_acromioclaviculaire_0,operator_2_acromioclaviculaire_0,operator_2_acromioclaviculaire_0,operator_2_acromioclaviculaire_1,operator_2_acromioclaviculaire_1,operator_2_acromioclaviculaire_1,operator_2_acromioclaviculaire_2,operator_2_acromioclaviculaire_2,operator_2_acromioclaviculaire_2,bone_type,bone_ID
,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,,
0,0.07560185964978072,0.0766269370132866,0.02951482385971014,0.047591139241817015,-0.005623252551253621,0.09945792200128609,0.029108984936442983,-0.008467239160449946,0.14369117289858896,-0.04851454597468474,-0.0013562737565699923,0.0915797976153528,-0.06236841211085631,0.018475812151243998,0.12685996286159948,-0.060199480818092344,0.005782890029993326,0.10829934567913224,-0.05113545252234153,0.0022111815576001392,0.12656131300270085,-0.03613441041643928,0.04598351530476985,0.12997930399658159,0.008079703199050478,0.007377285367538788,0.09764317956330737,-0.029527752537105906,0.020426279861856744,0.11603799216903737,0.004730065310552756,-0.003629899752368826,0.10374526967049194,-0.026555394534205412,0.028098463854294486,0.0934928496107576,-0.026786954718357237,0.026933684588584583,0.09409862308608219,-0.027004668991873815,0.025991152905258552,0.09514478845035462,-0.036447518244383525,0.001741113507433778,0.12316278646148573,-0.03935606823583199,0.0069166931962523215,0.12444200468387762,-0.03906868068627922,0.006336100218562235,0.12437105528330539,-0.02749654992181444,0.02995626647771593,0.09140248061608058,-0.02847121115452722,0.02276530398405613,0.09989016209448642,-0.0273923565964041,0.026602070294518887,0.0944094655859089,-0.04144677014500531,-0.0008368797653403037,0.12439184203411285,-0.050785707925497636,0.009838720830222747,0.13165530259835614,-0.04093459849766956,-0.000934575788631542,0.12382223075980972,-0.026817634389234124,0.03650000856615221,0.09061450236183621,-0.028456515023132067,0.020293925087655262,0.10443603626511908,-0.02663586961368103,0.03130499444527368,0.11247929482589308,-0.026040383267912803,0.032771372554582734,0.11141918723602967,-0.04222587084024795,-0.0019907389000984876,0.12412033281650753,-0.03951212943088603,-0.0007548275193842713,0.12340748881320542,-0.03928270993904348,-0.002166223278412649,0.12311062202469433,scapula,9
1,0.07537804712922591,0.07665870903801991,0.029401681827030814,0.047243526165882455,-0.005707736285158749,0.09937547303548017,0.028984455501763984,-0.008477578802092878,0.1436904351661474,-0.04859427174047659,-0.001239078392559101,0.09169678821788657,-0.062745465597568,0.01807378582774799,0.1269586775168689,-0.060419373485266825,0.005585046778359248,0.10830544433169381,-0.05101927743282342,0.0022520339125658984,0.1265903317182558,-0.03620029034018579,0.04607873534414936,0.1299963441170574,0.007436236384515321,0.006574035454938731,0.09769592815176209,-0.029553788267759493,0.020555321671378857,0.11405101363355802,0.004638049289948931,-0.0015832170060796347,0.10347528997147949,-0.02671937440756872,0.029927818578819987,0.0924745688392477,-0.02670683111100841,0.027340948251137753,0.09371891376077607,-0.02718394247586986,0.026284799011962123,0.09492770049675908,-0.03671185730214066,0.0018852241541242876,0.12315283628853169,-0.03897985426898848,0.006569921155825331,0.1243994068941524,-0.03904121879569908,0.006609563605738278,0.1244252845346032,-0.027093719215850576,0.029997724100450207,0.09104940336209422,-0.028412546353553003,0.023123682168999238,0.0989006375336352,-0.02714099068189002,0.027321477507946335,0.0935058896551556,-0.041777901986327914,-0.0005704568914653985,0.12460432392752693,-0.05097004180805387,0.010900457870303248,0.13192144711181955,-0.041436731452975106,-0.0009593439714996599,0.12410329474638823,-0.02645050714949393,0.03647876067096084,0.09079606802566609,-0.02845600600828435,0.02007573653471817,0.10317526424218759,-0.026711813067808454,0.031192309641916216,0.11324146358224668,-0.0265574623638678,0.03163541342884868,0.11192919164693882,-0.04222587084024795,-0.0019907389000984876,0.12412033281650753,-0.039519237408893126,-0.0004940860678295245,0.1235231006042109,-0.03928270993904348,-0.002166223278412649,0.12311062202469433,scapula,9
2,0.07536127275389248,0.07665765688959691,0.029430949569202045,0.04763364992842278,-0.005561565315833961,0.09935063775194461,0.02919426889235932,-0.008370340809674637,0.1436582264348567,-0.04863871431800204,-0.0012072417294339832,0.09171109273880314,-0.06224077313171483,0.01831461858664546,0.12756609572835245,-0.06045711355814609,0.005446792733969474,0.10845913732510212,-0.05073588986400124,0.0023636506437924587,0.1266788518817121,-0.0365378393550474,0.045740978776310615,0.1300247527403689,0.007931843931271984,0.005347278197832761,0.09763678062423922,-0.029400827295883517,0.02007451532989346,0.11402427923263003,0.004647146958162485,0.0005108230658253665,0.10323371230503114,-0.02624110183782452,0.030960570056368986,0.09197577659570444,-0.026886305691746326,0.028018958470971134,0.09313648840417449,-0.02708538084364759,0.02644687881967922,0.09470722611313942,-0.03676376613822524,0.0021108816886427073,0.1231137501094969,-0.03837395465577853,0.005649355947977441,0.1241695952388023,-0.03837409583420251,0.005426309920936179,0.12419514563182138,-0.02702146237643177,0.031188429788135352,0.09051322535723161,-0.02793571498397074,0.023681377247013247,0.09828868221504006,-0.0271561035782662,0.027818041147276262,0.09296768706863934,-0.04245749439598401,-0.00032313180560239463,0.12487976454518379,-0.05000949866023263,0.012659945419013163,0.13182272954375615,-0.04260701128512023,-0.0012932545160488917,0.12448372472928737,-0.02650052013397619,0.03652091130659513,0.09072858454294286,-0.028184849755756414,0.020435665662471236,0.10115595859640769,-0.027050173927620325,0.03078338245723211,0.11330981664070089,-0.0265574623638678,0.03163541342884868,0.11192919164693882,-0.04229391180343117,-0.002233857662770844,0.12415156087442134,-0.039519237408893126,-0.0004940860678295245,0.1235231006042109,-0.03930859651735652,-0.0022388898220661035,0.12310298632459056,scapula,9
3,0.07557451712433094,0.07671581253780546,0.029442146416222725,0.04780145004475422,-0.0056289246110051705,0.09943961654885852,0.0290539645422786,-0.008448072873212531,0.1436933387820779,-0.048529063388488614,-0.0012424310534769334,0.09169073037430807,-0.06220461312704639,0.018540366039619227,0.1276825580961286,-0.06052888301519088,0.005516569345757005,0.10847958794463829,-0.050969406620434254,0.0023215694062602155,0.12669315022872976,-0.03607109160192856,0.04603985230634272,0.12996817693367813,0.007954732309966128,0.0033337175603440627,0.0974098247130798,-0.029626076837328763,0.02062532504270953,0.11472283033853747,0.006820891114607153,0.00308026615036075,0.10351345903398919,-0.026716368051016237,0.03282001239706822,0.09068357113175668,-0.026831793527013037,0.028051911050931633,0.09322901475492079,-0.026946687269006786,0.0272937201381388,0.09365568750287173,-0.03690749327535223,0.0003698104015742443,0.12296533523642456,-0.03790800520204385,0.005038146491619266,0.12423757858508579,-0.03788722328809263,0.005574813915992127,0.1240005110173223,-0.02704462309317679,0.03225697459871085,0.09056125593013642,-0.027652439692938624,0.024388714464978922,0.09713007841119103,-0.027077004708454755,0.027821144591514135,0.09312479955082514,-0.04244054916742901,0.0005570760734342484,0.12515765695782946,-0.0509361725793801,0.013385123485567751,0.13228666666113134,-0.04335313465935342,-0.001228822882898828,0.1248260415289823,-0.026429307765929666,0.036941096442898,0.09090523669882322,-0.027796052377912495,0.02128346737040865,0.09937965244508307,-0.027482576368504485,0.030351218618781206,0.11432507017282259,-0.027230233444090812,0.03075198578943572,0.11364526499975286,-0.04370946159615202,-0.0002595663099368428,0.12529651984261986,-0.04155497937214436,-0.0016834931426830124,0.12411889829885925,-0.04045486583314578,-0.0021263751597100367,0.12324669588551465,scapula,9
4,0.07570086727765601,0.0766455612783481,0.029392130023412427,0.04760218724431231,-0.0055343339098173905,0.09932233152360713,0.029419551954185996,-0.008251277073099472,0.143724619654652,-0.048537831477083127,-0.0011904783947674358,0.09169427338823893,-0.06239822755958335,0.018304225309591415,0.12754082554608318,-0.060214359290099995,0.005717215519057739,0.1084851169394624,-0.05091525088485782,0.0022792542697291918,0.12663354805602206,-0.03611903563018848,0.04614691481024308,0.12996245855418995,0.008924993163963987,-0.00012698118572096462,0.09694683977985885,-0.02911666729027823,0.02129353329522421,0.11640806634159617,0.007451888060077683,0.004949427321249589,0.1038696223672737,-0.026592797799099788,0.033539504159790345,0.09044491847029484,-0.026986563742291025,0.029834923426224624,0.09109572323807386,-0.026826192738732213,0.027667139248887085,0.09339253264441233,-0.03731679440283309,-0.0006183586706069999,0.12306927112215982,-0.037622927774644266,0.0032018556492506844,0.12398364977454045,-0.037037708929234386,0.0037476489630442478,0.12353616744101914,-0.02682824718764143,0.03367388678739053,0.08994060854301211,-0.027366583615018092,0.0257895366820457,0.09526259911002322,-0.02733385053730586,0.028952885517749882,0.09142962696746415,-0.043829813974071485,0.0016360206651735432,0.12600922675017245,-0.050572468140190896,0.014520439288755127,0.13187644913373858,-0.04535488191754666,-0.0003944959134707382,0.12564749280824905,-0.026601567164607265,0.03769970648683346,0.09114996502749506,-0.027656671430583035,0.021836366500419313,0.09793044743126378,-0.027594902881488692,0.030253431135124353,0.11445739419559164,-0.028072114191648234,0.02948147747919838,0.1143560184753658,-0.04529724879376071,0.002240397114420034,0.12687004824483175,-0.043649362806254866,-0.0007456630283887433,0.12545613795121588,-0.04261947996517862,-0.001873088023609637,0.124100784597072,scapula,9
5,0.07577650624341903,0.0765388312721435,0.029345386156210365,0.04728941224899019,-0.005521563261734308,0.09915798851625013,0.028791122023929083,-0.008541285274253574,0.1435537840699061,-0.0484271004177681,-0.0011703287655615568,0.09174372611655018,-0.06196815369292463,0.01872673732272584,0.1269525328186126,-0.060264244988938453,0.005710948567447527,0.1083522242014698,-0.05104245363544113,0.0023015065133468737,0.12663967225348702,-0.03672947412930683,0.04553721306123809,0.1299933312000917,0.009480516386930204,-0.0020434817135216443,0.09670139503904213,-0.028860294195404534,0.022942589119621104,0.11641042865428097,0.008495471769397689,0.006591337416113077,0.10453847287919539,-0.026456630094170763,0.03605269923123233,0.0900233431530143,-0.026839136276144426,0.03082827396029797,0.09063158753708422,-0.026989348791379653,0.028866386858684145,0.09176810419302212,-0.03735058311623535,-0.0012653805466373846,0.12324545215944724,-0.03710040870005174,0.0025657142200853356,0.12330169416681597,-0.036726391534006364,0.002665180855251137,0.1229371338241215,-0.026897403130174025,0.03491515674335238,0.0894611082370319,-0.02723472115991532,0.026436621885352285,0.09447144587570311,-0.02707787487995872,0.029502784615878908,0.09138486005852375,-0.04550240399765304,0.0024192115412744464,0.12706383655480263,-0.04982109379104771,0.015369768903863545,0.13135126810569808,-0.045612688399997436,-0.0001993587749336001,0.12596931345439333,-0.026033466811842487,0.03777395945543649,0.09171218875169962,-0.02688774610346223,0.024117742722902125,0.09570071161496183,-0.028602195540645026,0.028553767712383382,0.11488873962791074,-0.02859282227525961,0.02790951559912791,0.11451580374460654,-0.04738460274462758,0.004921802174219114,0.12883566321723847,-0.0444255363755936,0.00039518000592808633,0.12595492303159153,-0.043802520702097086,-0.0007846275359644217,0.125152092320349,scapula,9
6,0.07568517969329047,0.07678848383841808,0.02947526725697198,0.047467889084969905,-0.005489117240373098,0.0990554662818768,0.02907234536429293,-0.008373432213784116,0.1435535522012231,-0.048593448633864056,-0.0013743928697907415,0.09172648998472085,-0.06233535041359817,0.018406158967972985,0.1269581509305075,-0.060509538749277,0.005387480453913518,0.1084280225160738,-0.05080379016351455,0.002487384834455042,0.12669656657624226,-0.03642301616287369,0.045807861154974594,0.12995977402288109,0.009842882329928929,-0.004123745390204547,0.09593403581490137,-0.028911296520986632,0.02373532834151193,0.1163151939718472,0.007757110564147962,0.008958855620837244,0.10605558482464127,-0.026260677701625212,0.03838764025787211,0.09021756128320635,-0.026901748049295515,0.03356372309948896,0.09001560301215578,-0.026751798666727666,0.03052830010503338,0.09085943479519465,-0.038428109972100555,-0.0018096301974402929,0.12376379319716185,-0.03699435315172736,0.0002102744784896471,0.12317204639576419,-0.03675397558923055,0.0007135739982550016,0.12289198873410372,-0.02638418117596497,0.0367511226891421,0.08996899816630488,-0.02703538962220764,0.027434331586981053,0.09331994546580868,-0.027123493191810677,0.030914850160790153,0.09028193848431093,-0.046206279191852495,0.003531026568894924,0.12746242323267287,-0.049832739090902245,0.01588445769835678,0.13092972739420836,-0.045995892029861984,0.001022475835222747,0.1267861167922424,-0.025816284890260888,0.038714377181258586,0.09209268919658559,-0.026635961125050733,0.025467496040093462,0.09441233765927065,-0.029037602012527586,0.026861356994877683,0.11448734354147164,-0.029057216070712433,0.0259658050786431,0.11445843728204017,-0.04826901134003217,0.006906975513533586,0.1304180771740517,-0.04608416134065388,0.0014300026368557761,0.12712128373248138,-0.04577029530948898,0.0002223738685628307,0.12614142819443627,scapula,9
7,0.07549701521536578,0.0764626935077129,0.029526102649352928,0.04785636679288019,-0.0055733077220068705,0.09932526113323377,0.029343674130836717,-0.008293552374753543,0.1436075382288559,-0.04887805694618519,-0.0015588027839074647,0.0917387169604134,-0.06231401091637834,0.01862494547308685,0.12706709161632596,-0.06043031778166841,0.005511084271545841,0.10841484955472946,-0.051041266207210056,0.0023593003603219476,0.12664534325055932,-0.036446459819822086,0.04580996769262996,0.1300076003969239,0.010847429952318563,-0.006138360071989646,0.09479896751986544,-0.02922150720547878,0.024347823294318838,0.11669953822810969,0.008937973149524714,0.009140046105173147,0.10666971066924141,-0.02670471395104418,0.04175808695613503,0.09004018188996588,-0.026751050929971043,0.03572743623192576,0.08964429698304333,-0.02736326488991092,0.03320541077080741,0.08946822665489107,-0.03927790720446836,-0.0024296646505546082,0.12420495618368743,-0.037292354275895834,-7.390791760197857e-05,0.12306730858561166,-0.03734713418208768,-0.0013880737682970823,0.12288536487305414,-0.02679654092093353,0.0377209459092096,0.08915288401021937,-0.027409182808761923,0.028396507727103504,0.09186117002123662,-0.027438009458696733,0.03305248570876179,0.08959102873866909,-0.046883232921719586,0.005219136371783506,0.12858805893224873,-0.04932104890815081,0.01614806164012239,0.13009185778390459,-0.04668453732903732,0.0026987156826420167,0.12745617929422418,-0.02576044978457892,0.03931158176068683,0.09235548562504747,-0.026425126270599786,0.027119736792835414,0.09345703620567958,-0.029580774392136133,0.02507743877150237,0.11444899106906847,-0.029863694864147416,0.0241898771999286,0.11419370302242687,-0.04884958941568579,0.008827219440602052,0.13119714191475518,-0.04648746838586598,0.0021742060319557277,0.127775337161373,-0.046221225687561596,0.0019800585846829755,0.12717132243298088,scapula,9
8,0.0755090685533012,0.07662915621827543,0.029442024768215145,0.04765155884105454,-0.005633854719119036,0.09930162203679134,0.029094033935667563,-0.008452074431099021,0.14359532565890146,-0.04870415507168657,-0.001444227148630406,0.09176796004677998,-0.062353516367343986,0.018383650274322982,0.12704823495987785,-0.060810165972272734,0.0052133556178575735,0.10837968045643644,-0.05124329003863992,0.00224401487403203,0.1265621972545304,-0.03656627794313927,0.04557864609015494,0.13005693267981266,0.0124389220329741,-0.006249273023404833,0.0944120552150087,-0.029267945229077746,0.0259558101068309,0.11672048156329456,0.006981672873330291,0.010632059556957354,0.10786340676619538,-0.026353939389482772,0.04370178781938405,0.09190255768196715,-0.02690478690903808,0.0375327154662749,0.08921809304873485,-0.02674266108991069,0.03446466515569613,0.08991723673098123,-0.04006597075537924,-0.0019545883407852127,0.12427422377514899,-0.03760329353347744,-0.00166305860946947,0.12323735430246058,-0.03804644286526629,-0.0013655288890688233,0.12329494334457854,-0.026647656927026975,0.038822773745413375,0.08948361424807272,-0.026982567843027105,0.02933098876070156,0.09121402839912518,-0.027117032934440344,0.034642618839404615,0.08951185414667484,-0.04747751037827064,0.006229551194411154,0.12933857499580764,-0.04789449111559996,0.016071470197229765,0.12912030043284012,-0.04678518964772771,0.0032749611263414025,0.12766135284365332,-0.025740897509828886,0.03984235933377628,0.09266129347508362,-0.026342141499242966,0.028540159250648567,0.09262554206840068,-0.029799444726758217,0.02421010330031559,0.11419308029315836,-0.030142234729096495,0.023223763323822366,0.11378218574120486,-0.04896213803119823,0.012762336098387173,0.1313614483956692,-0.047519237171381234,0.00407002788854971,0.12896574361246282,-0.04629289118054533,0.002766717053240164,0.127760381954176,scapula,9
