,HGT,HGT,HGT,HLT,HLT,HLT,HIC,HIC,HIC,area_0,area_0,area_0,area_1,area_1,area_1,area_2,area_2,area_2,operator_0_glenohumeral_0,operator_0_glenohumeral_0,operator_0_glenohumeral_0,bone_type,bone_ID
,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,,
0,-0.007455385222854494,-0.0800033920976293,0.1271565100917376,0.02068212516262402,-0.07427384612783461,0.1045554477534656,-0.010435915499952486,-0.056778583095501656,0.08220337056496346,0.0025683697402111294,0.017572350321639285,0.10554959700648445,0.00839599149046355,-0.07864619271232713,0.11364972255346434,0.017835242348689606,-0.07897397057297839,0.10165623392867298,0.005913110049259651,-0.08968508935371666,0.09958886596525907,humerus,7
1,-0.007458887822904492,-0.0801542333411952,0.12717206362600628,0.02040549759135224,-0.07439456268628009,0.10455793269746591,-0.010852296655272653,-0.05681158652537405,0.08221969551277532,0.002489095966240251,0.017425038294788087,0.10564956360201817,0.008884501159406644,-0.07870265115874794,0.11360794419844411,0.018050514007816487,-0.07872195741357968,0.10175044502517414,0.007150018171303563,-0.08940699946134475,0.10029743716331932,humerus,7
2,-0.007663882671989364,-0.08017664006382985,0.12714095513418217,0.020717054631151144,-0.07416887694844132,0.10461683914194006,-0.010823243133842197,-0.05684870992171148,0.08230934512446565,0.0028931722445820762,0.017319306183543715,0.10690376936037654,0.009163100713392103,-0.07862897143217626,0.11352780841578619,0.01717497692940706,-0.07959241443746301,0.10051527794662554,0.006228551241650893,-0.08969050596346756,0.099913519766134,humerus,7
3,-0.007508143039720028,-0.08010270576441703,0.12720871083151203,0.020620311049547868,-0.07417799012529291,0.10463902090876423,-0.009920336156860388,-0.05681124573216248,0.0821636195415662,0.0025080936331390857,0.017017087344281645,0.10806617828412024,0.008742680425428917,-0.07866277927175205,0.11363394644681629,0.016041875397206307,-0.08055203988056359,0.09960686728686821,0.005824539855721067,-0.08986040997626529,0.09990295100970265,humerus,7
4,-0.007588434909326591,-0.08015813052314191,0.12713090612510078,0.020439874679619607,-0.07436336678318756,0.10461086381363141,-0.010535563416635862,-0.05674056736959299,0.08219841822625451,0.0023494999107198655,0.016439092560067925,0.10994546641490505,0.009093759276487368,-0.07860554103810397,0.1135461913867869,0.015784197311862647,-0.08089701026177831,0.0992220739535517,0.006858309828054909,-0.08979772076975462,0.10085313946198754,humerus,7
5,-0.007521265825188417,-0.08005642553980419,0.12715107432334688,0.020730031504626156,-0.07420378957246676,0.10457045790156196,-0.010312544877949192,-0.05675718758189119,0.08222029335823716,0.003050515130749387,0.01642399854080312,0.11196957053791237,0.009286179270297401,-0.07848601950159921,0.11351618980994799,0.01546958504132051,-0.08170082227409325,0.09899704306902021,0.004800245484966381,-0.09054961461889866,0.10087956899957162,humerus,7
6,-0.00739461888578119,-0.0799472184570229,0.1271403511047997,0.020482468804853715,-0.07435937312068619,0.10454177092513625,-0.010627963622618308,-0.05675159622857706,0.08221008154393646,0.002902725088658298,0.01605069963196304,0.11312088003772243,0.008716489557973994,-0.0785796863587713,0.11358294239973055,0.01498134611672991,-0.08250825600685374,0.09946053000356875,0.004558882520283802,-0.09064463782657492,0.10142003826781504,humerus,7
7,-0.0073114101668600995,-0.07985469244128585,0.12707955842953977,0.020507706757601718,-0.07435747358079381,0.10454039543282287,-0.010573743491553489,-0.05679540433054733,0.08221127140576101,0.0018552184934790272,0.015950327007198895,0.11476762873429888,0.009247871246612194,-0.07851901985704826,0.11347388142622311,0.01440475438067429,-0.08358646484575583,0.09955306193597013,0.00445886913261917,-0.09081840443316494,0.10215208238528709,humerus,7
8,-0.007579610443421703,-0.08000537256285278,0.1270985516781945,0.020319324156153784,-0.07446454056495977,0.10451613479914115,-0.011108569067087015,-0.05684696844243456,0.08228778499623837,0.00036797643459718365,0.015567828961892405,0.11582392341355739,0.008867327575055262,-0.07819328720621646,0.11350863140349371,0.012690070438644119,-0.08559089809042242,0.09817147582815816,0.003933345955353773,-0.09104341888383521,0.10260450516436218,humerus,7
